values	distance	colorz	side2
725.967146622634	10000	gray44	chr8-chr8
293.528011189623	10000	gray44	chr8-chr8
281.207717551905	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
332.381473765965	10000	gray44	chr8-chr8
323.074455749655	10000	gray44	chr8-chr8
120.47335698682	10000	gray44	chr8-chr8
395.870667145232	10000	gray44	chr8-chr8
480.871495285387	10000	gray44	chr8-chr8
327.505402868545	10000	gray44	chr8-chr8
408.178694265909	10000	gray44	chr8-chr8
373.930235273364	10000	gray44	chr8-chr8
373.430152112304	10000	gray44	chr8-chr8
409.005254702874	10000	gray44	chr8-chr8
290.790988873565	10000	gray44	chr8-chr8
352.117152128641	10000	gray44	chr8-chr8
357.99778901361	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
479.020570934234	10000	gray44	chr8-chr8
336.856619474926	10000	gray44	chr8-chr8
301.650045476733	10000	gray44	chr8-chr8
271.940511822234	10000	gray44	chr8-chr8
328.681133232442	10000	gray44	chr8-chr8
304.370273239532	10000	gray44	chr8-chr8
161.629159743562	10000	gray44	chr8-chr8
322.108688823027	10000	gray44	chr8-chr8
310.813957893062	10000	gray44	chr8-chr8
401.974577211595	10000	gray44	chr8-chr8
86.7841769529286	10000	gray44	chr8-chr8
418.772827416242	10000	gray44	chr8-chr8
593.956735830356	10000	gray44	chr8-chr8
371.340658631718	10000	gray44	chr8-chr8
436.448243689151	10000	gray44	chr8-chr8
330.055685132974	10000	gray44	chr8-chr8
301.765614962832	10000	gray44	chr8-chr8
280.126190438494	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
397.686320125501	10000	gray44	chr8-chr8
293.775301116536	10000	gray44	chr8-chr8
452.186091058295	10000	gray44	chr8-chr8
436.131002064703	10000	gray44	chr8-chr8
216.504946604414	10000	gray44	chr8-chr8
193.370498667347	10000	gray44	chr8-chr8
316.432706260165	10000	gray44	chr8-chr8
321.263967030705	10000	gray44	chr8-chr8
355.466931280209	10000	gray44	chr8-chr8
343.392923941589	10000	gray44	chr8-chr8
357.514221957855	10000	gray44	chr8-chr8
351.614029014203	10000	gray44	chr8-chr8
271.822450964703	10000	gray44	chr8-chr8
410.775366024018	10000	gray44	chr8-chr8
339.148607370204	10000	gray44	chr8-chr8
415.462790771097	10000	gray44	chr8-chr8
313.179444793634	10000	gray44	chr8-chr8
305.37244859009	10000	gray44	chr8-chr8
278.83504852657	10000	gray44	chr8-chr8
319.417456719681	10000	gray44	chr8-chr8
344.15797510664	10000	gray44	chr8-chr8
428.284195723245	10000	gray44	chr8-chr8
252.781702829112	10000	gray44	chr8-chr8
323.941377279055	10000	gray44	chr8-chr8
596.07410287803	10000	gray44	chr8-chr8
322.21066403962	10000	gray44	chr8-chr8
270.66596471107	10000	gray44	chr8-chr8
319.307513172114	10000	gray44	chr8-chr8
266.431121551898	10000	gray44	chr8-chr8
166.330795629027	10000	gray44	chr8-chr8
309.457879586938	10000	gray44	chr8-chr8
428.300273169548	10000	gray44	chr8-chr8
299.905934202026	10000	gray44	chr8-chr8
198.039478499503	10000	gray44	chr8-chr8
335.723165606264	10000	gray44	chr8-chr8
482.525936996821	10000	gray44	chr8-chr8
336.816289712721	10000	gray44	chr8-chr8
442.482990507754	10000	gray44	chr8-chr8
315.227711005695	10000	gray44	chr8-chr8
403.669154970018	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
387.83923432763	10000	gray44	chr8-chr8
453.442450021048	10000	gray44	chr8-chr8
254.484158249352	10000	gray44	chr8-chr8
139.643284970684	10000	gray44	chr8-chr8
347.758077670548	10000	gray44	chr8-chr8
899.960194881934	10000	gray44	chr8-chr8
268.414341568406	10000	gray44	chr8-chr8
460.830392769198	10000	gray44	chr8-chr8
296.871288509803	10000	gray44	chr8-chr8
336.089372138921	10000	gray44	chr8-chr8
320.898584903527	10000	gray44	chr8-chr8
400.805096499536	10000	gray44	chr8-chr8
257.763730813196	10000	gray44	chr8-chr8
389.86406946283	10000	gray44	chr8-chr8
350.473311192349	10000	gray44	chr8-chr8
218.182384305094	10000	gray44	chr8-chr8
192.308997320194	10000	gray44	chr8-chr8
396.140935204412	10000	gray44	chr8-chr8
221.04904244391	10000	gray44	chr8-chr8
403.871070802286	10000	gray44	chr8-chr8
206.48013213257	10000	gray44	chr8-chr8
411.909522826718	10000	gray44	chr8-chr8
303.305830931377	10000	gray44	chr8-chr8
376.275286432652	10000	gray44	chr8-chr8
291.950725560034	10000	gray44	chr8-chr8
346.188478533775	10000	gray44	chr8-chr8
240.281658594787	10000	gray44	chr8-chr8
378.822888376939	10000	gray44	chr8-chr8
498.959295603852	10000	gray44	chr8-chr8
393.729502736365	10000	gray44	chr8-chr8
194.957901667743	10000	gray44	chr8-chr8
343.707017368404	10000	gray44	chr8-chr8
374.273706720069	10000	gray44	chr8-chr8
442.327858733949	10000	gray44	chr8-chr8
379.360721292258	10000	gray44	chr8-chr8
435.451594894826	10000	gray44	chr8-chr8
453.892118305193	10000	gray44	chr8-chr8
306.051459113857	10000	gray44	chr8-chr8
359.862735439694	10000	gray44	chr8-chr8
463.143175198693	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
297.742575630924	10000	gray44	chr8-chr8
206.744310638377	10000	gray44	chr8-chr8
370.550835514948	10000	gray44	chr8-chr8
358.113934994565	10000	gray44	chr8-chr8
222.97121494278	10000	gray44	chr8-chr8
262.369738381832	10000	gray44	chr8-chr8
367.79771430839	10000	gray44	chr8-chr8
394.818065345767	10000	gray44	chr8-chr8
448.364444023831	10000	gray44	chr8-chr8
446.998042680378	10000	gray44	chr8-chr8
444.001810565959	10000	gray44	chr8-chr8
313.316992941491	10000	gray44	chr8-chr8
280.966683264695	10000	gray44	chr8-chr8
319.769965758237	10000	gray44	chr8-chr8
385.21521218836	10000	gray44	chr8-chr8
272.930889196327	10000	gray44	chr8-chr8
315.88860668791	10000	gray44	chr8-chr8
346.813807512961	10000	gray44	chr8-chr8
297.469662988112	10000	gray44	chr8-chr8
439.006181836249	10000	gray44	chr8-chr8
394.198359885616	10000	gray44	chr8-chr8
382.601881911545	10000	gray44	chr8-chr8
250.826508397854	10000	gray44	chr8-chr8
283.784969700971	10000	gray44	chr8-chr8
286.488924347867	10000	gray44	chr8-chr8
486.873341067468	10000	gray44	chr8-chr8
391.249729277569	10000	gray44	chr8-chr8
469.268735275258	10000	gray44	chr8-chr8
418.598726142831	10000	gray44	chr8-chr8
331.586149130612	10000	gray44	chr8-chr8
452.372296236131	10000	gray44	chr8-chr8
454.444766300929	10000	gray44	chr8-chr8
375.350104594042	10000	gray44	chr8-chr8
411.457730568488	10000	gray44	chr8-chr8
473.490329738294	10000	gray44	chr8-chr8
313.942772716646	10000	gray44	chr8-chr8
264.445266400188	10000	gray44	chr8-chr8
254.325650830269	10000	gray44	chr8-chr8
501.450680816088	10000	gray44	chr8-chr8
137.525650366617	10000	gray44	chr8-chr8
424.695359738411	10000	gray44	chr8-chr8
231.042486475394	10000	gray44	chr8-chr8
407.910168410365	10000	gray44	chr8-chr8
432.876970222467	10000	gray44	chr8-chr8
341.111022839852	10000	gray44	chr8-chr8
368.310759353188	10000	gray44	chr8-chr8
456.683288507973	10000	gray44	chr8-chr8
679.993981610197	10000	gray44	chr8-chr8
392.990846770177	10000	gray44	chr8-chr8
633.781156099852	10000	gray44	chr8-chr8
341.732722770273	10000	gray44	chr8-chr8
271.866981421196	10000	gray44	chr8-chr8
309.02950075525	10000	gray44	chr8-chr8
202.451766310364	10000	gray44	chr8-chr8
464.938572563793	10000	gray44	chr8-chr8
253.647338456836	10000	gray44	chr8-chr8
350.505324616911	10000	gray44	chr8-chr8
384.067004161887	10000	gray44	chr8-chr8
228.718143718581	10000	gray44	chr8-chr8
337.424511558747	10000	gray44	chr8-chr8
453.2347745682	10000	gray44	chr8-chr8
203.749158864697	10000	gray44	chr8-chr8
95.7918479880308	10000	gray44	chr8-chr8
277.517708797803	10000	gray44	chr8-chr8
216.896605270211	10000	gray44	chr8-chr8
125.56378177891	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
309.364060053149	10000	gray44	chr8-chr8
331.999641170287	10000	gray44	chr8-chr8
267.281052126296	10000	gray44	chr8-chr8
452.949369310601	10000	gray44	chr8-chr8
408.308884592397	10000	gray44	chr8-chr8
380.3039873164	10000	gray44	chr8-chr8
430.453633355575	10000	gray44	chr8-chr8
455.442789643751	10000	gray44	chr8-chr8
421.064475861198	10000	gray44	chr8-chr8
320.642131548581	10000	gray44	chr8-chr8
503.965270349206	10000	gray44	chr8-chr8
446.815391829475	10000	gray44	chr8-chr8
332.741144119713	10000	gray44	chr8-chr8
332.712932096147	10000	gray44	chr8-chr8
389.451645177474	10000	gray44	chr8-chr8
423.050953759456	10000	gray44	chr8-chr8
331.666774995433	10000	gray44	chr8-chr8
103.429333207067	10000	gray44	chr8-chr8
387.531005013256	10000	gray44	chr8-chr8
391.526585212445	10000	gray44	chr8-chr8
334.533963508529	10000	gray44	chr8-chr8
371.129965592672	10000	gray44	chr8-chr8
256.365122357084	10000	gray44	chr8-chr8
435.317731241628	10000	gray44	chr8-chr8
298.440023091013	10000	gray44	chr8-chr8
422.94355309753	10000	gray44	chr8-chr8
383.989580397716	10000	gray44	chr8-chr8
314.951211032187	10000	gray44	chr8-chr8
340.945612681224	10000	gray44	chr8-chr8
506.744206519477	10000	gray44	chr8-chr8
457.228154864425	10000	gray44	chr8-chr8
359.693398549647	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
403.216792629719	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
403.440536236718	10000	gray44	chr8-chr8
445.833619851921	10000	gray44	chr8-chr8
344.156927360436	10000	gray44	chr8-chr8
369.39996382166	10000	gray44	chr8-chr8
334.014896477241	10000	gray44	chr8-chr8
256.508719303397	10000	gray44	chr8-chr8
303.987125647154	10000	gray44	chr8-chr8
375.155890466675	10000	gray44	chr8-chr8
393.59067111663	10000	gray44	chr8-chr8
372.62265074478	10000	gray44	chr8-chr8
240.219911512226	10000	gray44	chr8-chr8
266.330461221634	10000	gray44	chr8-chr8
343.708292073345	10000	gray44	chr8-chr8
348.843856027187	10000	gray44	chr8-chr8
324.384016679516	10000	gray44	chr8-chr8
186.685771356527	10000	gray44	chr8-chr8
417.274021696771	10000	gray44	chr8-chr8
347.1565619277	10000	gray44	chr8-chr8
441.429569777887	10000	gray44	chr8-chr8
289.939266662252	10000	gray44	chr8-chr8
481.032552442174	10000	gray44	chr8-chr8
367.704186862257	10000	gray44	chr8-chr8
374.507816580527	10000	gray44	chr8-chr8
355.231964352543	10000	gray44	chr8-chr8
508.163999505808	10000	gray44	chr8-chr8
284.272372348472	10000	gray44	chr8-chr8
327.536565619022	10000	gray44	chr8-chr8
243.609025782021	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
245.002259722547	10000	gray44	chr8-chr8
158.105381178035	10000	gray44	chr8-chr8
355.79113355426	10000	gray44	chr8-chr8
433.676988074383	10000	gray44	chr8-chr8
338.605489043016	10000	gray44	chr8-chr8
184.021732075421	10000	gray44	chr8-chr8
361.046451961731	10000	gray44	chr8-chr8
281.502024112042	10000	gray44	chr8-chr8
319.890833232347	10000	gray44	chr8-chr8
319.52675951737	10000	gray44	chr8-chr8
361.018169777154	10000	gray44	chr8-chr8
295.410885189934	10000	gray44	chr8-chr8
299.142579633464	10000	gray44	chr8-chr8
401.3952487851	10000	gray44	chr8-chr8
358.270618346917	10000	gray44	chr8-chr8
384.468303046116	10000	gray44	chr8-chr8
165.099491962004	10000	gray44	chr8-chr8
241.942098229609	10000	gray44	chr8-chr8
429.809857261865	10000	gray44	chr8-chr8
0	10000	gray44	chr8-chr8
149.179528266098	10000	gray44	chr8-chr8
249.130186036505	10000	gray44	chr8-chr8
279.503992600891	10000	gray44	chr8-chr8
168.087468782845	10000	gray44	chr8-chr8
247.242808384493	10000	gray44	chr8-chr8
536.201445804456	10000	gray44	chr8-chr8
596.564434375137	10000	gray44	chr8-chr8
380.321845844938	10000	gray44	chr8-chr8
413.317311607345	10000	gray44	chr8-chr8
551.755584605423	10000	gray44	chr8-chr8
452.858454128023	10000	gray44	chr8-chr8
266.559623035799	10000	gray44	chr8-chr8
245.861609203182	10000	gray44	chr8-chr8
358.497156142795	10000	gray44	chr8-chr8
364.709403253694	10000	gray44	chr8-chr8
331.225284603049	10000	gray44	chr8-chr8
429.133623923191	10000	gray44	chr8-chr8
369.29602283748	10000	gray44	chr8-chr8
355.670015663899	10000	gray44	chr8-chr8
303.724049173702	10000	gray44	chr8-chr8
427.138275664291	10000	gray44	chr8-chr8
355.758203823148	10000	gray44	chr8-chr8
425.488867603146	10000	gray44	chr8-chr8
290.607334993781	10000	gray44	chr8-chr8
275.183282373909	10000	gray44	chr8-chr8
249.45247055717	10000	gray44	chr8-chr8
356.708150078499	10000	gray44	chr8-chr8
379.770252992308	10000	gray44	chr8-chr8
463.274267266674	10000	gray44	chr8-chr8
321.284991404291	10000	gray44	chr8-chr8
